life,arm,sleep,prev_sleep,n_new_items,n_thinking_new,n_new_notes,unknown_share,G_rate,N_rate,N_none_share,F_rate,D_rate,P_rate,T_top_template_share,T_near_dup_share,admission_hi,admission_lo,articulation_hi,articulation_lo,life_admission_hi_so_far,life_admission_lo_so_far,final_corpus_thinking_items,final_corpus_survive_share,top_reasons,top_template
R2_B_seed4,R2,0384,0352,48,39,80,0.0,0.0125,0.03225806451612903,0.6125,0.0,0.2375,0.0125,0.05,0.275,0.0125,0.0125,0.0,0.0,0.016786570743405275,0.016786570743405275,,,prediction-only=45; result-numbers-unmatched=30; no-content=2; practice-only=1; no-result-number=1,forming initial expectation <PASS> <PASS> <PASS> <PASS> <NUM>-<NUM> reduction will start with these passes avoid <PASS> <PASS> <PASS> unless proven necessary <P
R2_B_seed4,R2,0416,0384,38,31,67,0.0,0.0,0.0,0.7611940298507462,0.0,0.1044776119402985,0.029850746268656716,0.04477611940298507,0.19402985074626866,0.0,0.0,0.0,0.0,0.01553829078801332,0.01553829078801332,,,prediction-only=46; result-numbers-unmatched=14; no-result-number=2; practice-only=2; no-content=2,forming initial expectation <PASS> <PASS> <PASS> <PASS> <NUM>-<NUM> reduction will start with these and see the outcome <PASS> <PASS> <PASS> <PASS> <PASS> <PASS
R2_B_seed4,R2,0448,0416,35,31,62,0.0,0.0,0.0,0.8709677419354839,0.0,0.12903225806451613,0.016129032258064516,0.04838709677419355,0.27419354838709675,0.0,0.0,0.0,0.0,0.014537902388369679,0.014537902388369679,,,prediction-only=52; result-numbers-unmatched=8; no-content=1; practice-only=1,forming initial expectation <PASS> <PASS> <PASS> <PASS> <PASS> <PASS> <NUM>-<NUM> reduction will start with these passes <PASS> <PASS> <PASS> will be considered
R2_B_seed4,R2,0480,0448,48,35,69,0.0,0.014492753623188406,0.05555555555555555,0.7391304347826086,0.0,0.08695652173913043,0.0,0.028985507246376812,0.18840579710144928,0.014492753623188406,0.014492753623188406,0.0,0.0,0.014534883720930232,0.014534883720930232,,,prediction-only=46; result-numbers-unmatched=17; no-result-number=5,forming initial expectation <PASS> <PASS> <PASS> <PASS> <NUM>-<NUM> reduction <PASS> <PASS> <PASS> <PASS> <PASS> will be considered if needed avoid <PASS> <PASS
R2_B_seed4,R2,0512,0480,45,38,76,0.0,0.0,0.0,0.9868421052631579,0.0,0.13157894736842105,0.0,0.039473684210526314,0.34210526315789475,0.0,0.0,0.0,0.0,0.013537906137184115,0.013537906137184115,,,prediction-only=54; no-result-number=21; result-numbers-unmatched=1,forming initial passes <PASS> <PASS> <PASS> <PASS> <PASS> <PASS> expect <NUM>-<NUM> reduction avoid <PASS> <PASS> <PASS> unless proven necessary <PASS> <PASS> <
R2_B_seed4,R2,0544,0512,50,37,73,0.0,0.0,0.0,0.9315068493150684,0.0,0.1643835616438356,0.0,0.0410958904109589,0.3150684931506849,0.0,0.0,0.0,0.0,0.012701100762066046,0.012701100762066046,,,prediction-only=39; no-result-number=29; result-numbers-unmatched=5,forming initial passes <PASS> <PASS> <PASS> <PASS> <PASS> <PASS> avoid <PASS> <PASS> <PASS> unless proven necessary <PASS> <PASS> <PASS> <PASS> show <NUM>-<NUM>
R2_B_seed4,R2,0576,0544,50,39,78,0.0,0.0,0.0,0.9358974358974359,0.0,0.2692307692307692,0.0,0.038461538461538464,0.3717948717948718,0.0,0.0,0.0,0.0,0.011914217633042097,0.011914217633042097,,,no-result-number=42; prediction-only=31; result-numbers-unmatched=5,forming initial passes <PASS> <PASS> <PASS> <PASS> <PASS> <PASS> avoid <PASS> <PASS> <PASS> unless proven necessary <PASS> <PASS> <PASS> <PASS> show <NUM>-<NUM>
R2_B_seed4,R2,0608,0576,35,34,68,0.0,0.0,0.0,0.9705882352941176,0.0,0.08823529411764706,0.0,0.029411764705882353,0.3088235294117647,0.0,0.0,0.0,0.0,0.011303692539562924,0.011303692539562924,,,no-result-number=48; prediction-only=18; result-numbers-unmatched=2,forming initial passes <PASS> <PASS> <PASS> <PASS> avoid <PASS> passes unless proven necessary <PASS> <PASS> <PASS> <PASS> show <NUM>-<NUM> extra on complex ben
R2_B_seed4,R2,0640,0608,33,33,66,0.0,0.0,0.0,0.9848484848484849,0.0,0.22727272727272727,0.0,0.06060606060606061,0.4090909090909091,0.0,0.0,0.0,0.0,0.010768126346015794,0.010768126346015794,,,no-result-number=50; prediction-only=15; result-numbers-unmatched=1,forming initial expectation <PASS> <PASS> <PASS> <PASS> <NUM>-<NUM> reduction avoid <PASS> passes unless proven necessary <PASS> <PASS> show <NUM>-<NUM> extra o
R2_B_seed4,R2,0672,0640,31,28,56,0.0,0.0,0.0,0.9642857142857143,0.0,0.2857142857142857,0.0,0.07142857142857142,0.5,0.0,0.0,0.0,0.0,0.010351966873706004,0.010351966873706004,,,no-result-number=54; result-numbers-unmatched=2,forming initial passes <PASS> <PASS> <PASS> <PASS> avoid <PASS> passes unless proven necessary <PASS> <PASS> show <NUM>-<NUM> additional on complex benchmarks <
R2_B_seed4,R2,0704,0672,30,30,60,0.0,0.0,0.0,0.9833333333333333,0.0,0.11666666666666667,0.0,0.05,0.4166666666666667,0.0,0.0,0.0,0.0,0.009940357852882704,0.009940357852882704,,,no-result-number=52; prediction-only=7; result-numbers-unmatched=1,forming initial passes <PASS> <PASS> <PASS> <PASS> avoid <PASS> passes unless proven necessary <PASS> <PASS> show <NUM>-<NUM> extra on complex benchmarks <PASS>
R2_B_seed4,R2,0736,0704,19,19,38,0.0,0.0,0.0,0.9210526315789473,0.0,0.2894736842105263,0.0,0.13157894736842105,0.7105263157894737,0.0,0.0,0.0,0.0,0.009696186166774402,0.009696186166774402,,,no-result-number=35; result-numbers-unmatched=3,forming initial passes <PASS> <PASS> <PASS> <PASS> avoid <PASS> passes unless proven necessary <PASS> <PASS> show <NUM>-<NUM> extra on complex benchmarks <PASS>
R2_B_seed4,R2,0768,0736,19,19,38,0.0,0.0,,1.0,0.0,0.2631578947368421,0.0,0.07894736842105263,0.7368421052631579,0.0,0.0,0.0,0.0,0.00946372239747634,0.00946372239747634,,,no-result-number=38,forming initial passes <PASS> <PASS> <PASS> <PASS> avoid <PASS> passes unless proven necessary <PASS> <PASS> show <NUM>-<NUM> extra on complex benchmarks <PASS>
R2_B_seed4,R2,0800,0768,21,20,40,0.0,0.0,,1.0,0.0,0.275,0.0,0.15,0.75,0.0,0.0,0.0,0.0,0.009230769230769232,0.009230769230769232,,,no-result-number=40,forming initial passes <PASS> <PASS> <PASS> <PASS> avoid <PASS> passes unless proven necessary <PASS> <PASS> show <NUM>-<NUM> extra on complex benchmarks <PASS>
R2_B_seed4,R2,0832,0800,21,19,36,0.0,0.0,,1.0,0.0,0.3055555555555556,0.0,0.1388888888888889,0.7222222222222222,0.0,0.0,0.0,0.0,0.009030704394942806,0.009030704394942806,,,no-result-number=33; prediction-only=3,forming initial passes <PASS> <PASS> <PASS> <PASS> avoid <PASS> passes unless proven necessary <PASS> <PASS> show <NUM>-<NUM> extra on complex benchmarks <PASS>
R2_B_seed4,R2,0864,0832,22,21,42,0.0,0.0,0.0,0.9761904761904762,0.0,0.5952380952380952,0.0,0.23809523809523808,0.8095238095238095,0.0,0.0,0.0,0.0,0.008807985907222548,0.008807985907222548,,,no-result-number=40; prediction-only=1; result-numbers-unmatched=1,forming initial passes <PASS> <PASS> <PASS> <PASS> avoid <PASS> passes unless proven necessary <PASS> <PASS> show <NUM>-<NUM> extra on complex benchmarks <PASS>
R2_B_seed4,R2,0896,0864,22,22,44,0.0,0.0,,1.0,0.0,0.7727272727272727,0.0,0.29545454545454547,0.9090909090909091,0.0,0.0,0.0,0.0,0.008586147681740127,0.008586147681740127,,,no-result-number=43; prediction-only=1,forming initial passes <PASS> <PASS> <PASS> <PASS> <NUM>-<NUM> reduction avoid <PASS> passes unless proven necessary <PASS> <PASS> show <NUM>-<NUM> extra on com
R2_B_seed4,R2,0928,0896,21,21,41,0.0,0.0,,1.0,0.0,0.7317073170731707,0.0,0.36585365853658536,0.9024390243902439,0.0,0.0,0.0,0.0,0.008389261744966443,0.008389261744966443,,,no-result-number=41,forming initial passes <PASS> <PASS> <PASS> <PASS> <NUM>-<NUM> reduction avoid <PASS> passes unless proven necessary <PASS> <PASS> show <NUM>-<NUM> extra on com
R2_B_seed4,R2,0960,0928,17,17,34,0.0,0.0,,1.0,0.0,0.7647058823529411,0.0,0.35294117647058826,0.9411764705882353,0.0,0.0,0.0,0.0,0.00823271130625686,0.00823271130625686,,,no-result-number=31; prediction-only=3,forming initial passes <PASS> <PASS> <PASS> <PASS> <NUM>-<NUM> reduction avoid <PASS> passes unless proven necessary <PASS> <PASS> show <NUM>-<NUM> extra on com
R2_B_seed4,R2,0992,0960,23,21,42,0.0,0.0,,1.0,0.0,0.7619047619047619,0.0,0.3333333333333333,0.9523809523809523,0.0,0.0,0.0,0.0,0.008047210300429184,0.008047210300429184,,,no-result-number=40; prediction-only=2,forming initial passes <PASS> <PASS> <PASS> <PASS> <NUM>-<NUM> reduction avoid <PASS> passes unless proven necessary <PASS> <PASS> show <NUM>-<NUM> extra on com
R2_B_seed4,R2,1024,0992,16,15,30,0.0,0.0,,1.0,0.0,0.6666666666666666,0.0,0.16666666666666666,0.9666666666666667,0.0,0.0,0.0,0.0,0.00791974656810982,0.00791974656810982,935,0.0106951871657754,no-result-number=29; prediction-only=1,forming initial passes <PASS> <PASS> <PASS> <PASS> <NUM>-<NUM> reduction avoid <PASS> passes unless proven necessary <PASS> <PASS> show <NUM>-<NUM> extra on com
R2_B_seed7,R2,0032,,114,34,20,0.0,0.0,1.0,0.95,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,no-content=16; no-result-number=3; no-pass-run-here=1,initial passes selected to reduce register pressure and improve instruction-level parallelism will observe the outcome and decide on further actions
R2_B_seed7,R2,0064,0032,129,38,42,0.0,0.07142857142857142,1.0,0.9285714285714286,0.0,0.09523809523809523,0.16666666666666666,0.047619047619047616,0.09523809523809523,0.07142857142857142,0.07142857142857142,0.0,0.0,0.04838709677419355,0.04838709677419355,,,no-content=15; prediction-only=8; no-result-number=8; practice-only=7; no-pass-run-here=1,initial passes <PASS> <PASS> <PASS> <PASS>
R2_B_seed7,R2,0096,0064,56,17,42,0.0,0.07142857142857142,0.8571428571428571,0.8333333333333334,0.0,0.21428571428571427,0.23809523809523808,0.09523809523809523,0.23809523809523808,0.047619047619047616,0.047619047619047616,0.0,0.0,0.04807692307692308,0.04807692307692308,,,no-result-number=16; practice-only=10; no-content=8; not-adjacent=3; prediction-only=2,initial passes based on previous successful experience will see if instruction count reduction holds
R2_B_seed7,R2,0128,0096,36,17,43,0.0,0.0,0.3,0.7674418604651163,0.0,0.37209302325581395,0.3488372093023256,0.09302325581395349,0.37209302325581395,0.0,0.0,0.0,0.0,0.034013605442176874,0.034013605442176874,,,practice-only=15; prediction-only=13; result-numbers-unmatched=6; no-result-number=5; no-content=4,initial passes <PASS> <PASS> <PASS> <PASS> expect <NUM>-<NUM> reduction will observe outcome and adjust strategy as needed
R2_B_seed7,R2,0160,0128,65,29,64,0.0,0.0,0.6666666666666666,0.953125,0.0,0.15625,0.328125,0.0625,0.1875,0.0,0.0,0.0,0.0,0.023696682464454975,0.023696682464454975,,,prediction-only=22; practice-only=21; no-result-number=12; no-content=7; not-adjacent=1,initial passes sequence <PASS> <PASS> <PASS> <PASS> <PASS> expect <NUM>-<NUM> reduction in instruction count will observe outcome and adjust strategy as needed
R2_B_seed7,R2,0192,0160,73,38,84,0.0,0.0,0.0,0.9880952380952381,0.0,0.23809523809523808,0.23809523809523808,0.047619047619047616,0.34523809523809523,0.0,0.0,0.0,0.0,0.01694915254237288,0.01694915254237288,,,prediction-only=48; practice-only=20; no-content=12; no-result-number=3; result-numbers-unmatched=1,initial passes sequence <PASS> <PASS> <PASS> <PASS> <PASS> <PASS> expect <NUM>-<NUM> reduction based on past experience will form new expectation
R2_B_seed7,R2,0224,0192,45,35,70,0.0,0.0,,1.0,0.0,0.17142857142857143,0.24285714285714285,0.04285714285714286,0.37142857142857144,0.0,0.0,0.0,0.0,0.0136986301369863,0.0136986301369863,,,prediction-only=50; practice-only=17; no-content=2; no-result-number=1,initial passes sequence <PASS> <PASS> <PASS> <PASS> <PASS> <PASS> expectation <NUM>-<NUM> reduction will form a new expectation after each action and adjust as 
R2_B_seed7,R2,0256,0224,55,37,75,0.0,0.0,,1.0,0.0,0.21333333333333335,0.17333333333333334,0.05333333333333334,0.38666666666666666,0.0,0.0,0.0,0.0,0.011363636363636364,0.011363636363636364,,,prediction-only=58; practice-only=13; no-result-number=3; no-content=1,initial passes sequence <PASS> <PASS> <PASS> <PASS> <PASS> expect <NUM>-<NUM> reduction will form a new expectation after each pass sequence and adjust as neede
R2_B_seed7,R2,0288,0256,42,33,67,0.0,0.0,,1.0,0.0,0.208955223880597,0.08955223880597014,0.05970149253731343,0.582089552238806,0.0,0.0,0.0,0.0,0.009861932938856016,0.009861932938856016,,,prediction-only=59; practice-only=6; no-content=2,initial passes sequence <PASS> <PASS> <PASS> <PASS> <PASS> expect <NUM>-<NUM> reduction will form a new expectation after each pass sequence and adjust as neede
R2_B_seed7,R2,0320,0288,49,40,83,0.0,0.0,,1.0,0.0,0.2891566265060241,0.03614457831325301,0.08433734939759036,0.4578313253012048,0.0,0.0,0.0,0.0,0.00847457627118644,0.00847457627118644,,,prediction-only=77; practice-only=3; no-content=3,initial passes sequence <PASS> <PASS> <PASS> <PASS> <PASS> expect <NUM>-<NUM> reduction based on past experience will form a new expectation after each pass seq
R2_B_seed7,R2,0352,0320,42,34,69,0.0,0.0,,1.0,0.0,0.2318840579710145,0.014492753623188406,0.07246376811594203,0.5507246376811594,0.0,0.0,0.0,0.0,0.007587253414264037,0.007587253414264037,,,prediction-only=61; no-result-number=5; no-content=2; practice-only=1,initial passes sequence <PASS> <PASS> <PASS> <PASS> <PASS> <PASS> <PASS> expect <NUM>-<NUM>
R2_B_seed7,R2,0384,0352,51,40,80,0.0,0.0,,1.0,0.0,0.425,0.0125,0.1125,0.625,0.0,0.0,0.0,0.0,0.006765899864682003,0.006765899864682003,,,prediction-only=67; no-result-number=7; no-content=5; practice-only=1,initial passes sequence <PASS> <PASS> <PASS> <PASS> <PASS> expect <NUM>-<NUM> reduction will form a new expectation after each pass sequence and adjust as neede
R2_B_seed7,R2,0416,0384,46,35,66,0.0,0.0,,1.0,0.0,0.2727272727272727,0.0,0.19696969696969696,0.6060606060606061,0.0,0.0,0.0,0.0,0.006211180124223602,0.006211180124223602,,,prediction-only=58; no-result-number=7; no-content=1,initial passes sequence <PASS> <PASS> <PASS> <PASS> <PASS> <PASS> <PASS> expect <NUM>-<NUM> reduction will form a new expectation after each pass sequence and a
R2_B_seed7,R2,0448,0416,46,36,72,0.0,0.0,,1.0,0.0,0.4166666666666667,0.0,0.2222222222222222,0.5972222222222222,0.0,0.0,0.0,0.0,0.005701254275940707,0.005701254275940707,,,prediction-only=62; no-result-number=7; no-content=3,initial passes sequence <PASS> <PASS> <PASS> <PASS> <PASS> <PASS> <PASS> expect <NUM>-<NUM> reduction will
R2_B_seed7,R2,0480,0448,49,43,81,0.0,0.0,,1.0,0.0,0.345679012345679,0.0,0.08641975308641975,0.654320987654321,0.0,0.0,0.0,0.0,0.005219206680584551,0.005219206680584551,,,prediction-only=61; no-result-number=18; no-pass-run-here=1; no-content=1,initial passes sequence <PASS> <PASS> <PASS> <PASS> <PASS> <PASS>
R2_B_seed7,R2,0512,0480,39,35,70,0.0,0.0,,1.0,0.0,0.32857142857142857,0.0,0.07142857142857142,0.6714285714285714,0.0,0.0,0.0,0.0,0.0048638132295719845,0.0048638132295719845,,,prediction-only=49; no-result-number=19; no-content=2,initial passes sequence <PASS> <PASS> <PASS> <PASS> <PASS> <PASS> <PASS> expect <NUM>-<NUM> reduction will
R2_B_seed7,R2,0544,0512,48,38,73,0.0,0.0,,1.0,0.0,0.2876712328767123,0.0,0.0684931506849315,0.5342465753424658,0.0,0.0,0.0,0.0,0.004541326067211626,0.004541326067211626,,,prediction-only=57; no-result-number=14; no-content=2,initial passes sequence <PASS> <PASS> <PASS> <PASS> <PASS> <PASS> <PASS>
R2_B_seed7,R2,0576,0544,43,36,72,0.0,0.013888888888888888,0.5,0.9722222222222222,0.0,0.16666666666666666,0.0,0.05555555555555555,0.5,0.013888888888888888,0.013888888888888888,0.0,0.0,0.005115089514066497,0.005115089514066497,,,prediction-only=38; no-result-number=30; no-content=2; result-numbers-unmatched=1,initial passes sequence expectation <PASS> <PASS> <PASS> <PASS> <PASS> <PASS> <PASS>
R2_B_seed7,R2,0608,0576,47,44,81,0.0,0.0,,1.0,0.0,0.3333333333333333,0.0,0.1111111111111111,0.5925925925925926,0.0,0.0,0.0,0.0,0.004784688995215311,0.004784688995215311,,,prediction-only=42; no-result-number=34; no-content=3; no-pass-run-here=2,initial passes sequence expectation <PASS> <PASS> <PASS> <PASS>
R2_B_seed7,R2,0640,0608,43,42,85,0.0,0.0,0.0,0.9882352941176471,0.0,0.4235294117647059,0.0,0.2235294117647059,0.7411764705882353,0.0,0.0,0.0,0.0,0.004480955937266617,0.004480955937266617,,,no-result-number=61; prediction-only=22; no-content=1; result-numbers-unmatched=1,initial passes sequence expectation <PASS> <PASS> <PASS> <PASS> <PASS>
R2_B_seed7,R2,0672,0640,39,39,75,0.0,0.0,,1.0,0.0,0.52,0.0,0.2,0.7333333333333333,0.0,0.0,0.0,0.0,0.004243281471004243,0.004243281471004243,,,no-result-number=55; prediction-only=14; no-content=6,initial passes sequence expectation <PASS> <PASS> <PASS> <PASS> <PASS>
R2_B_seed7,R2,0704,0672,38,37,70,0.0,0.0,,1.0,0.0,0.34285714285714286,0.0,0.21428571428571427,0.6285714285714286,0.0,0.0,0.0,0.0,0.004043126684636119,0.004043126684636119,,,no-result-number=39; prediction-only=26; no-content=5,initial passes sequence expectation <PASS> <PASS> <PASS> <PASS> <PASS>
R2_B_seed7,R2,0736,0704,40,39,75,0.0,0.02666666666666667,1.0,0.9733333333333334,0.0,0.56,0.0,0.18666666666666668,0.7333333333333333,0.02666666666666667,0.02666666666666667,0.0,0.0,0.005131494547787043,0.005131494547787043,,,no-result-number=44; prediction-only=26; no-content=3,initial passes sequence expectation <PASS> <PASS> <PASS> <PASS> <PASS>
R2_B_seed7,R2,0768,0736,38,36,62,0.0,0.0,,1.0,0.0,0.3709677419354839,0.0,0.2903225806451613,0.6451612903225806,0.0,0.0,0.0,0.0,0.004935225169648365,0.004935225169648365,,,no-result-number=38; prediction-only=20; no-content=3; no-pass-run-here=1,initial passes sequence expectation <PASS> <PASS> <PASS> <PASS> <PASS>
R2_B_seed7,R2,0800,0768,39,36,63,0.0,0.031746031746031744,1.0,0.9523809523809523,0.0,0.3333333333333333,0.0,0.1111111111111111,0.6507936507936508,0.031746031746031744,0.031746031746031744,0.0,0.0,0.0059382422802850355,0.0059382422802850355,,,prediction-only=51; no-result-number=7; not-adjacent=1; no-pass-run-here=1; no-content=1,initial passes sequence expectation <PASS> <PASS> <PASS> <PASS> <PASS> <NUM>-<NUM> reduction will form a
R2_B_seed7,R2,0832,0800,39,36,70,0.0,0.02857142857142857,1.0,0.9714285714285714,0.0,0.34285714285714286,0.08571428571428572,0.18571428571428572,0.5,0.02857142857142857,0.02857142857142857,0.0,0.0,0.0068415051311288486,0.0068415051311288486,,,prediction-only=46; no-result-number=14; practice-only=6; no-content=2,initial passes sequence expectation <PASS> <PASS> <PASS> <PASS> <PASS> <NUM>-<NUM> reduction this is my
R2_B_seed7,R2,0864,0832,37,36,70,0.0,0.0,,1.0,0.0,0.5142857142857142,0.07142857142857142,0.18571428571428572,0.6285714285714286,0.0,0.0,0.0,0.0,0.006578947368421052,0.006578947368421052,,,prediction-only=62; practice-only=5; no-result-number=3,initial passes sequence expectation <PASS> <PASS> <PASS> <PASS> <NUM>-<NUM> reduction this is my primary expectation and i should stick to
R2_B_seed7,R2,0896,0864,33,32,62,0.0,0.0,,1.0,0.0,0.5,0.24193548387096775,0.16129032258064516,0.7580645161290323,0.0,0.0,0.0,0.0,0.006362672322375398,0.006362672322375398,,,prediction-only=45; practice-only=15; no-result-number=2,initial passes sequence expectation <PASS> <PASS> <PASS> <PASS> <NUM>-<NUM> reduction this is my primary expectation and i should stick to
R2_B_seed7,R2,0928,0896,23,23,40,0.0,0.025,1.0,0.975,0.0,0.425,0.1,0.125,0.5,0.025,0.025,0.0,0.0,0.006749740394600207,0.006749740394600207,,,prediction-only=30; no-content=4; practice-only=4; no-result-number=1,initial passes sequence expectation <PASS> <PASS> <PASS> <PASS> <PASS> <NUM>-<NUM> reduction this is my
R2_B_seed7,R2,0960,0928,26,24,37,0.0,0.02702702702702703,1.0,0.9459459459459459,0.02702702702702703,0.4594594594594595,0.2972972972972973,0.08108108108108109,0.6216216216216216,0.02702702702702703,0.02702702702702703,0.0,0.0,0.007131940906775344,0.007131940906775344,,,prediction-only=16; practice-only=11; no-content=8; not-adjacent=1,initial passes sequence expectation <PASS> <PASS> <PASS> <PASS> <NUM>-<NUM> reduction this is my primary expectation and i should stick to it
R2_B_seed7,R2,0992,0960,34,34,37,0.0,0.02702702702702703,1.0,0.972972972972973,0.0,0.10810810810810811,0.16216216216216217,0.05405405405405406,0.16216216216216217,0.02702702702702703,0.02702702702702703,0.0,0.0,0.0075,0.0075,,,prediction-only=15; no-content=13; practice-only=6; no-result-number=2,initial passes sequence expectation <PASS> <PASS> <PASS> <PASS> <PASS> <NUM>-<NUM> reduction this is my
R2_B_seed7,R2,1024,0992,33,33,32,0.0,0.03125,1.0,0.96875,0.0,0.03125,0.125,0.0625,0.15625,0.03125,0.03125,0.0,0.0,0.007874015748031496,0.007874015748031496,1106,0.012658227848101266,no-content=15; prediction-only=9; practice-only=4; no-result-number=3,initial sequence expectation <PASS> <PASS> <PASS> <PASS> <NUM>-<NUM> reduction this is my primary expectation and i should stick to
R2_B_seed8,R2,0032,,114,35,22,0.0,0.0,,1.0,0.0,0.0,0.0,0.045454545454545456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,no-content=19; no-result-number=3,initial passes to reduce register pressure and simplify the control flow these should help in minimizing the overall instruction count
R2_B_seed8,R2,0064,0032,100,32,32,0.0,0.0,,1.0,0.0,0.0625,0.03125,0.09375,0.0625,0.0,0.0,0.0,0.0,0.0,0.0,,,no-content=17; no-result-number=13; practice-only=1; prediction-only=1,initial passes <PASS> <PASS> <PASS> <PASS>
R2_B_seed8,R2,0096,0064,37,8,14,0.0,0.0,1.0,0.7142857142857143,0.0,0.14285714285714285,0.07142857142857142,0.14285714285714285,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0.0,,,no-content=5; no-pass-run-here=4; no-result-number=4; practice-only=1,initial expectation is <NUM> <NUM> reduction will note actual outcome for comparison outcome instructions <NUM> <NUM> <NUM> <NUM> reduction score <NUM> <NUM>
R2_B_seed8,R2,0128,0096,17,3,4,0.0,0.25,1.0,0.75,0.0,0.25,0.0,0.5,0.25,0.25,0.25,0.0,0.0,0.013888888888888888,0.013888888888888888,,,no-content=2; no-result-number=1,initial expectation was <NUM> <NUM> will observe outcome and form a new expectation based on reality
R2_B_seed8,R2,0160,0128,57,29,57,0.0,0.017543859649122806,0.5,0.9298245614035088,0.0,0.10526315789473684,0.03508771929824561,0.03508771929824561,0.12280701754385964,0.017543859649122806,0.017543859649122806,0.0,0.0,0.015503875968992248,0.015503875968992248,,,no-content=35; prediction-only=12; no-result-number=5; practice-only=2; result-numbers-unmatched=1,initial expectation is <NUM> reduction will observe outcome and form new theory based on reality
R2_B_seed8,R2,0192,0160,60,35,66,0.0,0.015151515151515152,0.3333333333333333,0.9545454545454546,0.0,0.07575757575757576,0.015151515151515152,0.045454545454545456,0.09090909090909091,0.015151515151515152,0.015151515151515152,0.0,0.0,0.015384615384615385,0.015384615384615385,,,no-content=38; prediction-only=19; no-result-number=5; result-numbers-unmatched=1; practice-only=1,initial expectation is <NUM> reduction with <PASS> <PASS> <PASS> <PASS> will form a new expectation after seeing the outcome
R2_B_seed8,R2,0224,0192,47,37,71,0.0,0.0,0.4,0.9295774647887324,0.0,0.15492957746478872,0.014084507042253521,0.07042253521126761,0.15492957746478872,0.0,0.0,0.0,0.0,0.011278195488721804,0.011278195488721804,,,prediction-only=33; no-content=24; no-result-number=8; no-pass-run-here=3; result-numbers-unmatched=2,initial expectation is <NUM>-<NUM> reduction with <PASS> <PASS> <PASS> <PASS> will compare outcome to this prediction
R2_B_seed8,R2,0256,0224,55,36,70,0.0,0.0,0.0,0.9428571428571428,0.0,0.12857142857142856,0.014285714285714285,0.07142857142857142,0.14285714285714285,0.0,0.0,0.0,0.0,0.008928571428571428,0.008928571428571428,,,prediction-only=44; no-content=17; no-result-number=4; result-numbers-unmatched=3; practice-only=1,initial expectation is <NUM> reduction with <PASS> <PASS> <PASS> <PASS> will measure outcome and form new plan based on reality
R2_B_seed8,R2,0288,0256,56,36,71,0.0,0.04225352112676056,1.0,0.9577464788732395,0.0,0.30985915492957744,0.028169014084507043,0.08450704225352113,0.352112676056338,0.028169014084507043,0.028169014084507043,0.0,0.0,0.012285012285012284,0.012285012285012284,,,prediction-only=54; no-content=7; no-result-number=5; practice-only=2; duplicate=1,initial expectation is <NUM>-<NUM> reduction with <PASS> <PASS> <PASS> <PASS> will compare this to reality to learn
R2_B_seed8,R2,0320,0288,47,37,71,0.0,0.0,0.0,0.9154929577464789,0.0,0.2535211267605634,0.0,0.056338028169014086,0.28169014084507044,0.0,0.0,0.0,0.0,0.010460251046025104,0.010460251046025104,,,prediction-only=55; no-result-number=9; result-numbers-unmatched=6; no-content=1,initial expectation is <NUM> reduction with <PASS> <PASS> <PASS> <PASS> will compare outcome to prediction
R2_B_seed8,R2,0352,0320,36,32,64,0.0,0.03125,0.4,0.921875,0.0,0.1875,0.015625,0.125,0.25,0.03125,0.03125,0.0,0.0,0.012915129151291513,0.012915129151291513,,,prediction-only=54; result-numbers-unmatched=3; no-content=2; no-result-number=2; practice-only=1,initial expectation is <NUM>-<NUM> reduction with <PASS> <PASS> <PASS> <PASS> will compare this to reality to learn
R2_B_seed8,R2,0384,0352,45,41,78,0.0,0.0,0.0,0.9615384615384616,0.0,0.15384615384615385,0.0,0.038461538461538464,0.20512820512820512,0.0,0.0,0.0,0.0,0.01129032258064516,0.01129032258064516,,,prediction-only=65; no-result-number=9; result-numbers-unmatched=3; no-content=1,initial expectation is <NUM>-<NUM> reduction with <PASS> <PASS> <PASS> <PASS> adding <PASS> <PASS> <PASS> if
R2_B_seed8,R2,0416,0384,52,39,74,0.0,0.013513513513513514,0.3333333333333333,0.9594594594594594,0.0,0.08108108108108109,0.0,0.04054054054054054,0.17567567567567569,0.013513513513513514,0.013513513513513514,0.0,0.0,0.011527377521613832,0.011527377521613832,,,prediction-only=58; no-result-number=11; result-numbers-unmatched=2; no-content=2,initial expectation <PASS> <PASS> <PASS> <PASS> <NUM>-<NUM> reduction will add <PASS> <PASS> <PASS> if initial set falls short
R2_B_seed8,R2,0448,0416,41,38,76,0.0,0.0,0.0,0.9342105263157895,0.0,0.19736842105263158,0.0,0.06578947368421052,0.27631578947368424,0.0,0.0,0.0,0.0,0.01038961038961039,0.01038961038961039,,,prediction-only=56; no-result-number=13; result-numbers-unmatched=5; no-content=2,initial expectation is <NUM>-<NUM> reduction with <PASS> <PASS> <PASS> <PASS> adding <PASS> <PASS> <PASS> if significant
