row_id,generated_text_tokens,eligible_for_semantic_review,semantic_status,admitted,raw_sha256,capture_sha256
NEW_TRAJECTORY_LOSS_OFF/5/1/4,202,True,FAIL_SEMANTIC,False,b6dc409b227d85fd8592e4c31ebc49a961cfc7c09494ac3046197e967019895c,6fbfbf0b1aa2c1a3ded5a82add669eeb57619570f3ff30e1dc38504317bc1a67
NEW_TRAJECTORY_LOSS_OFF/5/1/5,134,False,FAIL_NECESSARY_CONDITIONS,False,8a9120b19ae1b93d7ee662a696274033207e8f3e4bbf35669662ec74a9bad5f1,c0787d2ea758269124c2ddaae8513e276a785d682c29256f78698aede25f903b
NEW_TRAJECTORY_LOSS_OFF/6/0/0,165,False,FAIL_NECESSARY_CONDITIONS,False,014d084d0973c6d729393528227dee6d40d902196efb7da6904bfa5ba757c1ec,f5a8cc69009c0dd2bc31cf031e573fc1590bce314dcd6ba6e4bd121ac79379e6
NEW_TRAJECTORY_LOSS_OFF/6/0/1,249,False,FAIL_NECESSARY_CONDITIONS,False,7292f15004e1c9a026b93cf812fa74e4a69c0f6c0ed38f3d378169086ed57cff,1acc5e8a038006725b10314042babd4e450400516f8d144bb58be1c39fca4810
NEW_TRAJECTORY_LOSS_OFF/6/1/0,179,False,FAIL_NECESSARY_CONDITIONS,False,16f8ed77119ba3556acb9cbd443fd2ddc4cc40d39bb2518a03cbdf20e0257cd2,fcbce3866da93ddf658be999fad21fa6154816e1885d6a6605166261d02d09c7
NEW_TRAJECTORY_LOSS_OFF/6/1/1,305,False,FAIL_NECESSARY_CONDITIONS,False,7b2665c1eea690cb440f0e043ae1bf12092f4de930c268a3564a618ce0798b1e,15bd2df5fa54ad6f8afbaa09e90e4d38fcfe285ebbb997a3af739af162e11655
NEW_TRAJECTORY_LOSS_OFF/7/0/0,247,False,FAIL_NECESSARY_CONDITIONS,False,9f993bd5831f14cd83647651912d124edc273874e968df7e94f7cf2dc4f21037,842e66ba2dcf04ac42127ba2f4b8a8972feb5d9a532f3b84cbbdb06d60d2043f
NEW_TRAJECTORY_LOSS_OFF/7/0/1,512,False,FAIL_NECESSARY_CONDITIONS,False,50890720e0bb2a55e6ed1599ec37b5b3774814c4ce56884901793a85050b981d,e7670cd75b9fa03f0915b9f27acd8186fff45da60eb25002d564bda9ca891801
NEW_TRAJECTORY_LOSS_OFF/7/1/0,512,False,FAIL_NECESSARY_CONDITIONS,False,3beb4d8d21149d34065c9e8396637274f3fb1c47931ef0f211bb2062808407ac,82a628767df720113d8881047d2a30fa7da967946af9e1453ed0514cd401fdca
ORIGINAL37EC/0/0/0,512,False,FAIL_NECESSARY_CONDITIONS,False,0e3473e37665e8d7884923131491ee8f3ec62c1df5a38615757d688c12a12426,e037f0517fcb84a3f5acbd489e35671862cd362431e584de6051ed22c906a603
ORIGINAL37EC/0/1/0,512,False,FAIL_NECESSARY_CONDITIONS,False,fe066e5dcb00e9cc211467444289c450a70bbca484b2dca8f470f06e500d226d,32d862b4a6247564319b59538635d68b7479dc69e4fff1d9b26298b22e36fbaf
ORIGINAL37EC/1/0/0,512,False,FAIL_NECESSARY_CONDITIONS,False,05db87abb152b96d316215afcf2454c2dc64e7bfac3d7ad47e3c8e6010ba7c77,66944d2fd672c678555d5c3f7eb39b5d5e28801cf2304ce3b7ba9b64ec61b5e4
ORIGINAL37EC/1/1/0,435,False,FAIL_NECESSARY_CONDITIONS,False,50bc03234c1e669bccede62bdd72ad964bde8bba911694be88b1dc4178238ee9,adfc121acb74f5ee2e512e812348c8d0ec246900434d3242e00bc872c7571357
ORIGINAL37EC/1/1/1,407,False,FAIL_NECESSARY_CONDITIONS,False,2bce34a85e02d36d11bc35fb8c095af865ac3a48eb7b9bfbd67029402e891d3e,939fa35ebee33c7bd03738a998526ba57a1f5e4e6f251c7a236d2af76d3c09d1
ORIGINAL37EC/2/0/0,162,False,FAIL_NECESSARY_CONDITIONS,False,3372cbc64a8fc972a463c04989105820dc8ee1bf8a6e329ce8842530c3b52d1f,a8f5842a692c0425c57823b689279aa8fb124b03af3595e93b63428f77d1569f
ORIGINAL37EC/2/1/0,512,False,FAIL_NECESSARY_CONDITIONS,False,c62f032e795211c7dc23df09fcaebc224966eee8cff7d02c62debddf1db359f5,639424ee5ee6c6f1d85c1061f9f94b3a3ef006540811d27a63fd338b7d1d97ab
ORIGINAL37EC/3/0/0,159,False,FAIL_NECESSARY_CONDITIONS,False,8d39f4e7ceb37e26b4318d2223233f1268b1493b800a292bcfd524383eb98bca,b6017d3a3fa4096e227fdbab30bcb31b279a25ecb899f4d92a45dd199416fb64
ORIGINAL37EC/3/0/1,98,False,FAIL_NECESSARY_CONDITIONS,False,7c02030eab32a5529e74948b7a89310e246204bd6a3f5215e45c9574c99b6043,c978fcfcc8e58fffa4c82edfe5c2609bb21779cfd19fafdfab16ccaaae15cd28
ORIGINAL37EC/3/1/0,512,False,FAIL_NECESSARY_CONDITIONS,False,6a55806777df8402923c314639723e1e9040c7f94d98a9b9ada1dc1681fa0311,58e3f32ca0c841db94da6f7c98b7923ca30541a629bc5a5b5e51e3f2af242860
ORIGINAL37EC/4/0/0,512,False,FAIL_NECESSARY_CONDITIONS,False,3c56837494046deac8f63aeb116b642d77ba340cf34b10839c8c453454d7134d,04a8199ef30e06da3aa6097c37f5f30d21768cb1ea34b273f58d809432117e6c
ORIGINAL37EC/4/1/0,512,False,FAIL_NECESSARY_CONDITIONS,False,fc4b213b251509b0a9da435f3326e05ab92e20f29f0fe8a997af655b246fedcc,c48addfe21837b416110f090f1d09287ae05acc4039d60cfc5fb44b155d07104
ORIGINAL37EC/5/0/0,512,False,FAIL_NECESSARY_CONDITIONS,False,ff0af467f2f812a986b6df30ec230c88b9b19c4c7dd79f7992a6bb28d8ac1dfe,ae66652bb4810a56af7a443bbab3d76b2f175c5eaa9ba241cf594ff249e5c948
ORIGINAL37EC/5/1/0,180,False,FAIL_NECESSARY_CONDITIONS,False,86f71697d62fe600ab470d3b2bec04212df2835acb7fb51431378f1bc65ff6d7,24f5bc0d7f9b097e4f365b149f4691135bd23edae30b51943ac81555a6c2b3c9
ORIGINAL37EC/5/1/1,146,False,FAIL_NECESSARY_CONDITIONS,False,6fe564d02e7d4c89b77ff13fe4fa9548a4d59baac44dd2e5a8c3f9ddc6a61bb3,d2cbd1ee9d2f76bfce8975c4d86f2ff1f3c9000c51841e1acb0b54f68b247b8b
ORIGINAL37EC/6/0/0,219,False,FAIL_NECESSARY_CONDITIONS,False,7cd8d1a5ea2af9828a72cfe2cd5a4b50bd633e8e38dda359f0a058b004519d1a,82dae57887ab3b912dd8980f87dd369d6ee8f1584c26e454a6d44e67a4ba1cab
ORIGINAL37EC/6/0/1,159,False,FAIL_NECESSARY_CONDITIONS,False,d5bc56a2080ef026bf170d41a2c4dbf053eb019b495baa75a3b46751f7b89312,03f6a76a0be706bbe460080d5cb22a31b63b58ea235c8d2b26b91f7224f0aacf
ORIGINAL37EC/6/1/0,220,False,FAIL_NECESSARY_CONDITIONS,False,b957cc529f46e09044a38cc5304dae46454f5d4e3cc68e613dbfab38e43af6f6,40db64a76aaaeb803a343320e10ed6027be84db1533dc2c53e0c0fcb9fecb8f7
ORIGINAL37EC/6/1/1,160,False,FAIL_NECESSARY_CONDITIONS,False,4e40a360bd89ad66dc02326098c7ec62fce7aa1734fcaac733bdd4b5e1849a84,fa044e4271be8ac2b46b11a4b1ae1a2469884294401bfcff1c0ccfa1985028a7
ORIGINAL37EC/7/0/0,512,False,FAIL_NECESSARY_CONDITIONS,False,3c9afb9951c0b43180513843337ec362e09bca93e71653af71c73c4527faaf9c,cd0a69124c0299b2e2dc7a8c3995c28cadaab3f98f095519585fc365d022504e
ORIGINAL37EC/7/1/0,296,False,FAIL_NECESSARY_CONDITIONS,False,cd186b7ff1ac4459d296b84cf7121355463d40601a2bf356179ef1ddee24ae64,510a958e6380a3316be707ad04a739d9a6d2383b166d4dd3ad9410fc8e76f60b
ORIGINAL37EC/7/1/1,141,False,FAIL_NECESSARY_CONDITIONS,False,3de1bf05ca41fee81c65b32e8516d35aa424b86e283fd1961274bdab847b1ca6,21c3c7bbf0644bb99a8eac83c3e0f1d00bf7d74be1630dbca43af17092eeaf14
